L_E_x,L_E_y,L_I_x,L_I_y,L_D_x,L_D_y,R_E_x,R_E_y,R_I_x,R_I_y,R_D_x,R_D_y,A_E_x,A_E_y,A_I_x,A_I_y,A_D_x,A_D_y
1778162193.1730192,12.1479846460,1778162193.1730192,5968.7295133834,1778162193.1730192,16.4239770388,1778162193.1730192,-3.4315342745,1778162193.1730192,5339.554705598,1778162193.1730192,-15.8598679691,1778162193.1730192,-2.8267584135,1778162193.1730192,-156.7676077496,1778162193.1730192,0.5145517196
1778162193.273019,4.0308432762,1778162193.273019,5969.3380315049,1778162193.273019,9.4047592275,1778162193.273019,-1.8891781684,1778162193.273019,5339.2695061313,1778162193.273019,-13.2522153475,1778162193.273019,-3.3692857871,1778162193.273019,-157.2429923231,1778162193.273019,0.078580543
1778162193.373019,19.6893903915,1778162193.373019,5971.9534191659,1778162193.373019,20.2524878493,1778162193.373019,15.2513797600,1778162193.373019,5341.2954084746,1778162193.373019,0.9767455568,1778162193.373019,-3.9295854536,1778162193.373019,-157.8038569583,1778162193.373019,-0.3218402228
1778162193.4730191,17.892703279,1778162193.4730191,5973.4228852638,1778162193.4730191,16.0395336496,1778162193.4730191,-6.843238724,1778162193.4730191,5340.733412052,1778162193.4730191,-26.0247922117,1778162193.4730191,-3.7510587148,1778162193.4730191,-158.1161860864,1778162193.4730191,-0.075246394
1778162193.573019,-8.6551160226,1778162193.573019,5972.7200877655,1778162193.573019,-18.2586818279,1778162193.573019,-38.8115285754,1778162193.573019,5337.5820963665,1778162193.573019,-62.7943822749,1778162193.573019,-3.9877445143,1778162193.573019,-158.484197007,1778162193.573019,-0.3241930834
1778162193.6730192,-29.3222667943,1778162193.6730192,5967.4783437628,1778162193.6730192,-27.9939984052,1778162193.6730192,2.4834309961,1778162193.6730192,5338.0260566137,1778162193.6730192,-33.4153122190,1778162193.6730192,-4.8313257016,1778162193.6730192,-159.2905103747,1778162193.6730192,-0.7972367420
1778162193.773019,28.4039893403,1778162193.773019,5969.2329418057,1778162193.773019,68.2544948355,1778162193.773019,-11.5630269183,1778162193.773019,5337.3117842511,1778162193.773019,-52.8129459816,1778162193.773019,-4.8464991854,1778162193.773019,-159.5898983741,1778162193.773019,-0.7420759352
1778162193.873019,24.8693527336,1778162193.873019,5972.2398395125,1778162193.873019,58.5056294885,1778162193.873019,-6.6675104646,1778162193.873019,5336.5056440845,1778162193.873019,-43.4826151817,1778162193.873019,-4.8270112798,1778162193.873019,-160.2061815847,1778162193.873019,-0.6526045248
1778162193.9730191,3.0989731049,1778162193.9730191,5972.7155241366,1778162193.9730191,38.4721778095,1778162193.9730191,14.0531340695,1778162193.9730191,5338.6637877903,1778162193.9730191,-25.6417398557,1778162193.9730191,-3.5355203969,1778162193.9730191,-160.7072970781,1778162193.9730191,0.3238415562
1778162194.073019,16.8507375200,1778162194.073019,5973.8994503999,1778162194.073019,54.197747608,1778162194.073019,16.743392246,1778162194.073019,5339.8389866511,1778162194.073019,-19.2446785697,1778162194.073019,-3.0047004338,1778162194.073019,-160.9341472315,1778162194.073019,0.9945448572
1778162194.1730192,32.7349284125,1778162194.1730192,5977.9875088882,1778162194.1730192,61.4971610201,1778162194.1730192,8.7606323682,1778162194.1730192,5340.9330651979,1778162194.1730192,-23.7122585944,1778162194.1730192,-2.0949689907,1778162194.1730192,-161.1806730573,1778162194.1730192,1.6681773926
1778162194.273019,18.4962984897,1778162194.273019,5980.7263900702,1778162194.273019,45.7317686023,1778162194.273019,-9.7015754715,1778162194.273019,5339.4965054868,1778162194.273019,-33.8091885204,1778162194.273019,-2.5410877188,1778162194.273019,-161.5758983583,1778162194.273019,1.2145291244
1778162194.373019,-4.8547122531,1778162194.373019,5980.3833254449,1778162194.373019,8.1145441747,1778162194.373019,9.134650971,1778162194.373019,5340.1419753163,1778162194.373019,-3.7713530627,1778162194.373019,-1.9339765785,1778162194.373019,-161.734562083,1778162194.373019,1.8330933317
1778162194.4730191,17.2119104218,1778162194.4730191,5982.6876200049,1778162194.4730191,23.7857365245,1778162194.4730191,-21.2687796828,1778162194.4730191,5337.2944311430,1778162194.4730191,-26.1030443391,1778162194.4730191,-2.2828013981,1778162194.4730191,-162.0146175533,1778162194.4730191,1.3654482614
1778162194.573019,9.9410098149,1778162194.573019,5984.0500379747,1778162194.573019,16.1018824151,1778162194.573019,-36.4097713508,1778162194.573019,5332.3044517356,1778162194.573019,-34.5404817823,1778162194.573019,-2.8349569506,1778162194.573019,-162.4180967118,1778162194.573019,0.8409435646
1778162194.6730192,19.3908925324,1778162194.6730192,5986.8405130825,1778162194.6730192,21.0583773777,1778162194.6730192,-11.4314010203,1778162194.6730192,5330.6593988246,1778162194.6730192,-13.7290728661,1778162194.6730192,-2.2577965758,1778162194.6730192,-162.7043600642,1778162194.6730192,1.2120631597
1778162194.773019,21.3208195500,1778162194.773019,5988.1462940326,1778162194.773019,22.1037286418,1778162194.773019,-25.9222545966,1778162194.773019,5329.0717773807,1778162194.773019,-36.0164403366,1778162194.773019,-1.8936323861,1778162194.773019,-162.8403665973,1778162194.773019,1.5978862399
1778162194.873019,16.7323300516,1778162194.873019,5990.5140002381,1778162194.873019,16.6507186401,1778162194.873019,28.4984316127,1778162194.873019,5333.1043845941,1778162194.873019,6.0442978316,1778162194.873019,0.,1778162194.873019,-81.4201832986,1778162194.873019,2.8742433728
1778162194.9730191,36.4446748128,1778162194.9730191,5995.8119902771,1778162194.9730191,28.5456948193,1778162194.9730191,-24.10585134,1778162194.9730191,5329.6000870694,1778162194.9730191,-30.7463009563,1778162194.9730191,0.,1778162194.9730191,-40.7100916493,1778162194.9730191,2.5868190355
1778162195.073019,-23.1675262319,1778162195.073019,5994.5277147704,1778162195.073019,-81.8455538410,1778162195.073019,27.9503009633,1778162195.073019,5331.1494716151,1778162195.073019,66.2356246459,1778162195.073019,0.,1778162195.073019,-20.3550458247,1778162195.073019,2.328137132
1778162195.1730192,27.3219533408,1778162195.1730192,5998.3162567647,1778162195.1730192,-37.2493338329,1778162195.1730192,16.1974226218,1778162195.1730192,5333.3953981371,1778162195.1730192,51.1359906958,1778162195.1730192,0.,1778162195.1730192,-10.1775229123,1778162195.1730192,2.0953234188
1778162195.273019,-3.4598568469,1778162195.273019,5997.9773493693,1778162195.273019,-64.9491076677,1778162195.273019,-28.0869537973,1778162195.273019,5330.6440365439,1778162195.273019,0.8152026672,1778162195.273019,-1.2911759476,1778162195.273019,-10.2897629485,1778162195.273019,0.4004607215
1778162195.373019,33.3644929019,1778162195.373019,6003.8140991586,1778162195.373019,-37.4043695113,1778162195.373019,-14.6768470019,1778162195.373019,5328.0764898585,1778162195.373019,8.3992912418,1778162195.373019,-1.6217932855,1778162195.373019,-10.5733376789,1778162195.373019,0.1713311658
1778162195.4730191,27.4662393104,1778162195.4730191,6006.0997103928,1778162195.4730191,-40.7518765741,1778162195.4730191,-3.0716134453,1778162195.4730191,5327.8208814512,1778162195.4730191,21.5052224293,1778162195.4730191,-2.2143637364,1778162195.4730191,-10.7325647829,1778162195.4730191,-0.6698868492
1778162195.573019,20.3784695704,1778162195.573019,6008.7376836542,1778162195.573019,-42.1520249287,1778162195.573019,53.1762981053,1778162195.573019,5334.7044803894,1778162195.573019,62.8066174067,1778162195.573019,-2.6479257434,1778162195.573019,-11.0912377506,1778162195.573019,-0.9229780428
1778162195.6730192,40.8670601641,1778162195.6730192,6014.3303461095,1778162195.6730192,-22.9652687051,1778162195.6730192,-38.2211545016,1778162195.6730192,5329.4739210526,1778162195.6730192,-10.2607096250,1778162195.6730192,-4.5496323792,1778162195.6730192,-11.7626982754,1778162195.6730192,-2.119224504
1778162195.773019,2.9280655619,1778162195.773019,6014.5404645276,1778162195.773019,-73.5379117842,1778162195.773019,3.044670107,1778162195.773019,5329.6924007702,1778162195.773019,48.2722200881,1778162195.773019,-5.7018598725,1778162195.773019,-12.1750691373,1778162195.773019,-3.5004892341
1778162195.873019,-5.0487986339,1778162195.873019,6013.7955604756,1778162195.873019,-71.5906667167,1778162195.873019,-32.0924561802,1778162195.873019,5324.9574096634,1778162195.873019,19.6300286269,1778162195.873019,-7.270997667,1778162195.873019,-13.1681860245,1778162195.873019,-4.2992675423
1778162195.9730191,-6.0939082922,1778162195.9730191,6012.9542307557,1778162195.9730191,-65.1885924895,1778162195.9730191,3.0543950434,1778162195.9730191,5325.3791032336,1778162195.9730191,43.1244611525,1778162195.9730191,-7.7413106246,1778162195.9730191,-14.1893967846,1778162195.9730191,-4.2258625599
1778162196.073019,2.6406519879,1778162196.073019,6013.13844924,1778162196.073019,-46.1493099759,1778162196.073019,-1.7547324833,1778162196.073019,5325.2566890334,1778162196.073019,31.9184256734,1778162196.073019,-7.7758560628,1778162196.073019,-14.7812169018,1778162196.073019,-3.8486651555
1778162196.1730192,55.6483814486,1778162196.1730192,6020.1792328784,1778162196.1730192,0.3614454105,1778162196.1730192,26.1820694715,1778162196.1730192,5328.5693142643,1778162196.1730192,50.8070551969,1778162196.1730192,-8.0714899269,1778162196.1730192,-15.7974778745,1778162196.1730192,-3.6986010992
1778162196.273019,23.5119760720,1778162196.273019,6023.6000011632,1778162196.273019,-21.7630234880,1778162196.273019,11.5087257374,1778162196.273019,5330.2437206938,1778162196.273019,35.6408957687,1778162196.273019,-7.7258360888,1778162196.273019,-16.8749169648,1778162196.273019,-3.080888009
1778162196.373019,-51.0760388639,1778162196.373019,6017.618016148,1778162196.373019,-83.2722760170,1778162196.373019,18.2352878487,1778162196.373019,5332.3794403055,1778162196.373019,37.8201067478,1778162196.373019,-7.1134389327,1778162196.373019,-17.7482695578,1778162196.373019,-2.2740029822
1778162196.4730191,-35.1325789625,1778162196.4730191,6012.7191989702,1778162196.4730191,-63.5109645620,1778162196.4730191,7.4746759528,1778162196.4730191,5333.4216876605,1778162196.4730191,26.3209177483,1778162196.4730191,-8.1933100061,1778162196.4730191,-18.8879553418,1778162196.4730191,-2.8229323176
1778162196.573019,-10.4969834502,1778162196.573019,6011.9141903585,1778162196.573019,-25.0360579249,1778162196.573019,-11.2164818038,1778162196.573019,5332.5615099944,1778162196.573019,-0.6839331825,1778162196.573019,-10.8819354292,1778162196.573019,-19.7248059928,1778162196.573019,-6.0367764445
1778162196.6730192,21.2380930055,1778162196.6730192,6015.0888101454,1778162196.6730192,-1.301799313,1778162196.6730192,-31.4215982544,1778162196.6730192,5327.8646525664,1778162196.6730192,-14.1326001864,1778162196.6730192,-15.1237547736,1778162196.6730192,-21.9785669851,1778162196.6730192,-8.2795512757
1778162196.773019,31.7258653168,1778162196.773019,6018.4473143722,1778162196.773019,8.735578268,1778162196.773019,-30.5639846087,1778162196.773019,5324.6291582027,1778162196.773019,-11.9091984299,1778162196.773019,-17.0198317327,1778162196.773019,-23.7860252043,1778162196.773019,-9.2370266744
1778162196.873019,44.1716245599,1778162196.873019,6024.2626110028,1778162196.873019,17.3155262479,1778162196.873019,-23.9296680223,1778162196.873019,5321.4787460732,1778162196.873019,-5.6790333408,1778162196.873019,-16.0508337659,1778162196.873019,-25.7342471573,1778162196.873019,-7.5149947786
1778162196.9730191,15.7160487597,1778162196.9730191,6026.0315867415,1778162196.9730191,-9.6967132162,1778162196.9730191,10.3943492569,1778162196.9730191,5322.6487143906,1778162196.9730191,25.3833558853,1778162196.9730191,-13.7929467526,1778162196.9730191,-27.4258568087,1778162196.9730191,-4.9224727384
1778162197.073019,24.0379330713,1778162197.073019,6028.9256581883,1778162197.073019,-1.8149493014,1778162197.073019,-5.786135691,1778162197.073019,5321.9520878684,1778162197.073019,9.4056121679,1778162197.073019,-11.6319038119,1778162197.073019,-28.8383175974,1778162197.073019,-2.6505623532
1778162197.1730192,25.5408190559,1778162197.1730192,6032.6866771684,1778162197.1730192,-0.6128549221,1778162197.1730192,-9.2565949403,1778162197.1730192,5320.5889964930,1778162197.1730192,6.1083024522,1778162197.1730192,-11.2302150846,1778162197.1730192,-30.3805297598,1778162197.1730192,-2.0930009156
1778162197.273019,-12.0553542043,1778162197.273019,6031.9978811125,1778162197.273019,-66.3526409447,1778162197.273019,31.2536558635,1778162197.273019,5322.3746793089,1778162197.273019,76.3999542331,1778162197.273019,-10.6630219795,1778162197.273019,-31.1527738447,1778162197.273019,-1.1005297173
1778162197.373019,16.0968397457,1778162197.373019,6033.9756056133,1778162197.373019,-36.8041068618,1778162197.373019,-4.3964454638,1778162197.373019,5321.8331225496,1778162197.373019,39.8186292879,1778162197.373019,-10.8279313096,1778162197.373019,-32.4231745179,1778162197.373019,-1.1310329446
1778162197.4730191,-9.9328006919,1778162197.4730191,6032.5457020639,1778162197.4730191,-51.2051416448,1778162197.4730191,-3.7897164231,1778162197.4730191,5321.2887656475,1778162197.4730191,36.2591603805,1778162197.4730191,-10.8382344831,1778162197.4730191,-34.0349576745,1778162197.4730191,-1.0248578904
1778162197.573019,1.4691564521,1778162197.573019,6032.7439057155,1778162197.573019,-37.6330884854,1778162197.573019,33.0834634714,1778162197.573019,5325.7521255436,1778162197.573019,59.9645043912,1778162197.573019,-10.4580001819,1778162197.573019,-35.4514595178,1778162197.573019,-0.6416460006
1778162197.6730192,23.9121799943,1778162197.6730192,6036.4603792221,1778162197.6730192,-19.4297031074,1778162197.6730192,0.,1778162197.6730192,5325.7521255436,1778162197.6730192,32.6815584255,1778162197.6730192,-13.4768745722,1778162197.6730192,-37.4641623535,1778162197.6730192,-2.5988921517
1778162197.773019,-5.8286614006,1778162197.773019,6035.6187165174,1778162197.773019,-38.0827855016,1778162197.773019,-5.7508886686,1778162197.773019,5324.9216906178,1778162197.773019,25.4308243637,1778162197.773019,-16.6336357694,1778162197.773019,-39.8703024827,1778162197.773019,-4.5212705164
1778162197.873019,23.9631953318,1778162197.873019,6037.2516675914,1778162197.873019,9.4443829509,1778162197.873019,-10.4456759150,1778162197.873019,5324.20988919,1778162197.873019,15.9981482645,1778162197.873019,-18.177550033,1778162197.873019,-41.0944036051,1778162197.873019,-6.3618117957
1778162197.9730191,13.7771856206,1778162197.9730191,6039.0510461087,1778162197.9730191,0.7008881943,1778162197.9730191,-28.465669264,1778162197.9730191,5320.4921077686,1778162197.9730191,0.6010949058,1778162197.9730191,-19.9569135166,1778162197.9730191,-43.6113270296,1778162197.9730191,-7.1365040186
1778162198.073019,-5.2608031309,1778162198.073019,6038.5207129256,1778162198.073019,-18.2545191397,1778162198.073019,-11.2017076378,1778162198.073019,5319.3628744089,1778162198.073019,17.6663961321,1778162198.073019,-20.1701410671,1778162198.073019,-45.7541187676,1778162198.073019,-6.6235651323
1778162198.1730192,46.2229957873,1778162198.1730192,6046.6719670227,1778162198.1730192,12.7656479943,1778162198.1730192,-26.7955176521,1778162198.1730192,5314.6370283825,1778162198.1730192,7.0580759147,1778162198.1730192,-19.4372506039,1778162198.1730192,-49.0710218873,1778162198.1730192,-5.5317304256
1778162198.273019,33.2543540580,1778162198.273019,6050.0327998594,1778162198.273019,-1.3429684027,1778162198.273019,3.7702693283,1778162198.273019,5315.0179898025,1778162198.273019,36.6023784642,1778162198.273019,-18.7665059171,1778162198.273019,-50.9699708976,1778162198.273019,-4.3156889192
1778162198.373019,44.5767981737,1778162198.373019,6055.4447046156,1778162198.373019,8.1174036165,1778162198.373019,4.4224365005,1778162198.373019,5315.554903569,1778162198.373019,33.4793158752,1778162198.373019,-16.5252961922,1778162198.373019,-53.0757780716,1778162198.373019,-2.1253334208
1778162198.4730191,-2.9630280741,1778162198.4730191,6055.041818835,1778162198.4730191,-27.6575562436,1778162198.4730191,34.2727183851,1778162198.4730191,5320.2150018967,1778162198.4730191,52.0847902633,1778162198.4730191,-14.8680159788,1778162198.4730191,-55.0928003723,1778162198.4730191,-0.6911740866
1778162198.573019,-4.5863577184,1778162198.573019,6054.6868077385,1778162198.573019,-26.9889661776,1778162198.573019,-7.9327665066,1778162198.573019,5319.6009599415,1778162198.573019,-7.6486693623,1778162198.573019,-13.7691837045,1778162198.573019,-55.9986764966,1778162198.573019,1.0481521994
1778162198.6730192,19.5551174593,1778162198.6730192,6057.6217849831,1778162198.6730192,-8.2051277223,1778162198.6730192,-12.3187415658,1778162198.6730192,5317.752058498,1778162198.6730192,-9.8060616659,1778162198.6730192,-13.7062839881,1778162198.6730192,-58.2905968831,1778162198.6730192,0.9809526568
1778162198.773019,9.5901376968,1778162198.773019,6058.7676739501,1778162198.773019,-15.7244742923,1778162198.773019,-26.7441078786,1778162198.773019,5314.5565298356,1778162198.773019,-20.8983734299,1778162198.773019,-13.5571072077,1778162198.773019,-59.9919756879,1778162198.773019,1.0017260169
1778162198.873019,13.0305558844,1778162198.873019,6059.7370693722,1778162198.873019,-9.5274370993,1778162198.873019,17.0017899934,1778162198.873019,5315.8213811475,1778162198.873019,39.9935192773,1778162198.873019,-14.1207825428,1778162198.873019,-60.9539704635,1778162198.873019,0.0741542406
1778162198.9730191,24.9423858492,1778162198.9730191,6063.6975146818,1778162198.9730191,-1.0727728749,1778162198.9730191,14.0351655708,1778162198.9730191,5318.0499229405,1778162198.9730191,34.1258126663,1778162198.9730191,-14.5242576743,1778162198.9730191,-63.0176539143,1778162198.9730191,-0.2172280279
1778162199.073019,0.,1778162199.073019,6063.6975146818,1778162199.073019,-20.4889708328,1778162199.073019,-14.1747520836,1778162199.073019,5316.2389637017,1778162199.073019,8.6327460704,1778162199.073019,-15.1962387023,1778162199.073019,-65.2177557952,1778162199.073019,-0.6596466448
1778162199.1730192,36.0533257427,1778162199.1730192,6065.9689509611,1778162199.1730192,38.7854935686,1778162199.1730192,0.,1778162199.1730192,5316.2389637017,1778162199.1730192,30.2692961576,1778162199.1730192,-14.6853835724,1778162199.1730192,-66.2179285883,1778162199.1730192,0.1563987641
1778162199.273019,-50.2486721184,1778162199.273019,6058.9976809836,1778162199.273019,-27.2992364072,1778162199.273019,0.,1778162199.273019,5316.2389637017,1778162199.273019,27.2423665418,1778162199.273019,-13.5940178326,1778162199.273019,-68.0832493630,1778162199.273019,0.9361204968
1778162199.373019,7.5344356023,1778162199.373019,6059.6367953453,1778162199.373019,43.5504370114,1778162199.373019,6.5848126605,1778162199.373019,5316.7975234844,1778162199.373019,32.2809082182,1778162199.373019,-13.6882917075,1778162199.373019,-69.1927416785,1778162199.373019,0.7261986465
1778162199.4730191,38.7991959947,1778162199.4730191,6065.3084596819,1778162199.4730191,60.5832522211,1778162199.4730191,4.6569308236,1778162199.4730191,5317.4782683745,1778162199.4730191,27.7339661672,1778162199.4730191,-15.066595627,1778162199.4730191,-71.4756141077,1778162199.4730191,-0.2560799244
1778162199.573019,2.0673931876,1778162199.573019,6065.4660090928,1778162199.573019,6.3247601695,1778162199.573019,-17.0109723856,1778162199.573019,5316.1819292773,1778162199.573019,-3.4727395994,1778162199.573019,-15.2626756211,1778162199.573019,-72.6378199388,1778162199.573019,-0.4879741116
1778162199.6730192,4.2521688153,1778162199.6730192,6066.0518769262,1778162199.6730192,7.2779719583,1778162199.6730192,7.8775095570,1778162199.6730192,5317.2673193906,1778162199.6730192,14.9380169699,1778162199.6730192,-15.2651918183,1778162199.6730192,-74.6606096670,1778162199.6730192,-0.4410755746
1778162199.773019,32.7909002523,1778162199.773019,6070.1628332336,1778162199.773019,29.3139948058,1778162199.773019,-15.4970442289,1778162199.773019,5315.3244713205,1778162199.773019,-5.2003972125,1778162199.773019,-16.6395999225,1778162199.773019,-76.5622164254,1778162199.773019,-1.5996141943
1778162199.873019,31.5292793327,1778162199.873019,6074.2350872273,1778162199.873019,25.4057898890,1778162199.873019,-12.6047523748,1778162199.873019,5313.6964825827,1778162199.873019,-2.4409917162,1778162199.873019,-18.1894866675,1778162199.873019,-79.0986840811,1778162199.873019,-2.5511057130
1778162199.9730191,30.9159089345,1778162199.9730191,6077.2950110480,1778162199.9730191,22.2454927474,1778162199.9730191,7.6791410656,1778162199.9730191,5314.456525562,1778162199.9730191,18.2970641568,1778162199.9730191,-18.0472514399,1778162199.9730191,-80.8093118487,1778162199.9730191,-2.1459359082
1778162200.073019,15.9077615359,1778162200.073019,6079.9054688302,1778162200.073019,10.8751901285,1778162200.073019,-1.2623912982,1778162200.073019,5314.2493648587,1778162200.073019,11.0185865842,1778162200.073019,-16.1315359594,1778162200.073019,-83.4419871799,1778162200.073019,-0.75750091
1778162200.1730192,4.4751227953,1778162200.1730192,6080.2858870839,1778162200.1730192,-3.6613318553,1778162200.1730192,-51.6655731598,1778162200.1730192,5309.8573797271,1778162200.1730192,-49.3755784451,1778162200.1730192,-15.5810008670,1778162200.1730192,-84.8614195374,1778162200.1730192,-0.0774326416
1778162200.273019,-30.0652741238,1778162200.273019,6075.8572103912,1778162200.273019,-26.7438848978,1778162200.273019,15.5832714915,1778162200.273019,5312.1527849433,1778162200.273019,1.2165329533,1778162200.273019,-11.9209825278,1778162200.273019,-86.6131748034,1778162200.273019,2.4210132635
1778162200.373019,-79.5658799057,1778162200.373019,6067.6282551858,1778162200.373019,-71.9316995262,1778162200.373019,18.1269962198,1778162200.373019,5314.0275362824,1778162200.373019,3.5544105607,1778162200.373019,-10.1830627393,1778162200.373019,-87.6715864996,1778162200.373019,3.8509783273
1778162200.4730191,41.1543497844,1778162200.4730191,6072.1247863160,1778162200.4730191,45.7502542212,1778162200.4730191,28.8097770204,1778162200.4730191,5317.1753202635,1778162200.4730191,12.9762774353,1778162200.4730191,-11.9705782259,1778162200.4730191,-88.9100680652,1778162200.4730191,1.7381523995
1778162200.573019,68.9159235490,1778162200.573019,6079.0449545208,1778162200.573019,68.8221650953,1778162200.573019,-7.3803628638,1778162200.573019,5316.4342151115,1778162200.573019,-24.3616293063,1778162200.573019,-14.3105741532,1778162200.573019,-90.3473455430,1778162200.573019,-0.7655320379
1778162200.6730192,14.9888119177,1778162200.6730192,6081.1526362862,1778162200.6730192,23.5895986058,1778162200.6730192,-11.7960534682,1778162200.6730192,5314.7754855329,1778162200.6730192,-25.0656842352,1778162200.6730192,-14.3885344026,1778162200.6730192,-92.3726343504,1778162200.6730192,-0.7443651932
1778162200.773019,-2.8953856664,1778162200.773019,6080.8940143813,1778162200.773019,1.2084950812,1778162200.773019,24.1424214987,1778162200.773019,5316.9319232935,1778162200.773019,17.6758414185,1778162200.773019,-13.3303674143,1778162200.773019,-93.6378953049,1778162200.773019,0.4449207720
1778162200.873019,-31.4145847177,1778162200.873019,6076.010389714,1778162200.873019,-17.2577199229,1778162200.873019,0.,1778162200.873019,5316.9319232935,1778162200.873019,0.3782084087,1778162200.873019,-14.0017713036,1778162200.873019,-95.7207692462,1778162200.873019,-0.0509113274
1778162200.9730191,34.1685697887,1778162200.9730191,6079.5227364673,1778162200.9730191,48.2682047624,1778162200.9730191,-13.9135123748,1778162200.9730191,5315.5017007912,1778162200.9730191,-13.1949767757,1778162200.9730191,-15.8775154817,1778162200.9730191,-97.4588108779,1778162200.9730191,-1.7593670215
1778162201.073019,24.5850682087,1778162201.073019,6082.1960457580,1778162201.073019,34.6279244730,1778162201.073019,-20.0767305738,1778162201.073019,5313.3186084248,1778162201.073019,-17.5434605885,1778162201.073019,-16.9385523403,1778162201.073019,-99.1171914647,1778162201.073019,-2.6671639633
1778162201.1730192,24.0721199554,1778162201.1730192,6084.9555817546,1778162201.1730192,30.7176744858,1778162201.1730192,22.4893758275,1778162201.1730192,5315.8967092605,1778162201.1730192,21.342294417,1778162201.1730192,-16.9429089861,1778162201.1730192,-101.2401630531,1778162201.1730192,-2.4039244978
1778162201.273019,-21.7780904462,1778162201.273019,6082.5357035942,1778162201.273019,-13.6177419112,1778162201.273019,7.5156825413,1778162201.273019,5316.7318157165,1778162201.273019,5.7322351090,1778162201.273019,-16.8929430097,1778162201.273019,-103.0311112636,1778162201.273019,-2.1164021317
1778162201.373019,34.4026778217,1778162201.373019,6086.0051473929,1778162201.373019,43.4523527658,1778162201.373019,-39.1196631929,1778162201.373019,5312.7866802651,1778162201.373019,-41.08424267,1778162201.373019,-18.1391565658,1778162201.373019,-104.9521231852,1778162201.373019,-3.0814991660
1778162201.4730191,11.1277188413,1778162201.4730191,6087.6577294470,1778162201.4730191,23.4348427641,1778162201.4730191,1.2607493161,1778162201.4730191,5312.9739146591,1778162201.4730191,-9.7855269448,1778162201.4730191,-18.6420914434,1778162201.4730191,-107.6252541,1778162201.4730191,-3.1240899455
1778162201.573019,22.3037673183,1778162201.573019,6089.7627825593,1778162201.573019,32.9327692015,1778162201.573019,27.6552775493,1778162201.573019,5315.5840591907,1778162201.573019,19.1588335912,1778162201.573019,-17.0484715525,1778162201.573019,-109.3178377270,1778162201.573019,-1.2065145686
1778162201.6730192,8.5000589119,1778162201.6730192,6090.941900183,1778162201.6730192,19.688633071,1778162201.6730192,-22.9951124534,1778162201.6730192,5312.3941942305,1778162201.6730192,-19.2699250297,1778162201.6730192,-16.2952938634,1778162201.6730192,-111.5847692980,1778162201.6730192,-0.5444593953
1778162201.773019,-21.2905697289,1778162201.773019,6088.6199427708,1778162201.773019,-9.5959532991,1778162201.773019,-19.4621074649,1778162201.773019,5310.2716683314,1778162201.773019,-14.1034091461,1778162201.773019,-16.0263756099,1778162201.773019,-113.2412629013,1778162201.773019,-0.2298382924
1778162201.873019,-5.8279437379,1778162201.873019,6087.9191826101,1778162201.873019,4.2232935005,1778162201.873019,2.6346617849,1778162201.873019,5310.5884629942,1778162201.873019,5.6839817494,1778162201.873019,-15.8915109171,1778162201.873019,-114.9853453388,1778162201.873019,-0.0839701491
1778162201.9730191,22.7498380473,1778162201.9730191,6089.9469165339,1778162201.9730191,35.8633516121,1778162201.9730191,-28.8171412606,1778162201.9730191,5308.0198636778,1778162201.9730191,-30.1702255231,1778162201.9730191,-16.9711303764,1778162201.9730191,-116.7665490546,1778162201.9730191,-1.1042237281
1778162202.073019,27.8675534371,1778162202.073019,6094.8136900702,1778162202.073019,35.2074632045,1778162202.073019,4.5671876762,1778162202.073019,5308.8174630428,1778162202.073019,-8.0367765566,1778162202.073019,-16.365282306,1778162202.073019,-119.5434735063,1778162202.073019,-0.6367561825
1778162202.1730192,27.4840501301,1778162202.1730192,6098.1509866457,1778162202.1730192,31.3708856753,1778162202.1730192,11.2934674397,1778162202.1730192,5310.1888197931,1778162202.1730192,-1.6938384946,1778162202.1730192,-14.8030126819,1778162202.1730192,-121.3282277886,1778162202.1730192,0.722688679
1778162202.273019,7.8450261098,1778162202.273019,6099.1322308930,1778162202.273019,12.5324407299,1778162202.273019,-26.4115210520,1778162202.273019,5306.8853273808,1778162202.273019,-31.6697061854,1778162202.273019,-14.131446254,1778162202.273019,-123.1001792459,1778162202.273019,1.1859990925
1778162202.373019,-1.0478446669,1778162202.373019,6099.0660542243,1778162202.373019,-2.8018192036,1778162202.373019,-39.8168752053,1778162202.373019,5304.3707412834,1778162202.373019,-49.7292632233,1778162202.373019,-13.9156422799,1778162202.373019,-123.9622151424,1778162202.373019,1.4157664518
1778162202.4730191,25.6220345598,1778162202.4730191,6102.7550198562,1778162202.4730191,16.0021614027,1778162202.4730191,26.9837537679,1778162202.4730191,5308.2557791759,1778162202.4730191,1.6404235335,1778162202.4730191,-12.4115552279,1778162202.4730191,-125.7572321841,1778162202.4730191,2.3141832484
1778162202.573019,0.,1778162202.573019,6102.7550198562,1778162202.573019,-3.1639478878,1778162202.573019,34.0297058811,1778162202.573019,5313.2195789518,1778162202.573019,6.3067870968,1778162202.573019,-10.9609901978,1778162202.573019,-127.2996154281,1778162202.573019,3.1136130697
1778162202.6730192,-18.9650552067,1778162202.6730192,6100.5925108126,1778162202.6730192,-19.4797757504,1778162202.6730192,-61.0853547043,1778162202.6730192,5306.2544627942,1778162202.6730192,-77.7415559007,1778162202.6730192,-11.2470447169,1778162202.6730192,-128.6486644871,1778162202.6730192,2.5637676285
