x0000,y0000
1777576138.0791514,0.0014648438
1777576138.0891514,0.0014648438
1777576138.0991514,-0.0458984375
1777576138.1091514,-0.0458984375
1777576138.1191514,-0.0458984375
1777576138.1291513,-0.0458984375
1777576138.1391513,-0.0458984375
1777576138.1491513,-0.0458984375
1777576138.1591513,-0.0458984375
1777576138.1691513,-0.0458984375
1777576138.1791513,-0.0458984375
1777576138.1891513,-0.0458984375
1777576138.1991513,-0.0458984375
1777576138.2091513,-0.0458984375
1777576138.2191515,-0.0458984375
1777576138.2291515,-0.0458984375
1777576138.2391515,-0.0458984375
1777576138.2491515,-0.0458984375
1777576138.2591515,-0.0458984375
1777576138.2691514,-0.0458984375
1777576138.2791514,-0.0458984375
1777576138.2891514,-0.0458984375
1777576138.2991514,-0.0837402344
1777576138.3091514,-0.0837402344
1777576138.3191514,-0.0837402344
1777576138.3291514,-0.0837402344
1777576138.3391514,-0.0837402344
1777576138.3491514,-0.0837402344
1777576138.3591514,-0.0837402344
1777576138.3691514,-0.0837402344
1777576138.3791513,-0.0837402344
1777576138.3891513,-0.0837402344
1777576138.3991513,-0.0837402344
1777576138.4091513,-0.0837402344
1777576138.4191515,-0.0837402344
1777576138.4291515,-0.0837402344
1777576138.4391515,-0.0837402344
1777576138.4491515,-0.0837402344
1777576138.4591515,-0.0837402344
1777576138.4691515,-0.0837402344
1777576138.4791515,-0.0837402344
1777576138.4891515,-0.0837402344
1777576138.4991515,-0.1337890625
1777576138.5091515,-0.1337890625
1777576138.5191514,-0.1337890625
1777576138.5291514,-0.1337890625
1777576138.5391514,-0.1337890625
1777576138.5491514,-0.1337890625
1777576138.5591514,-0.1337890625
1777576138.5691514,-0.1337890625
1777576138.5791514,-0.1337890625
1777576138.5891514,-0.1337890625
1777576138.5991514,-0.1337890625
1777576138.6091514,-0.1337890625
1777576138.6191516,-0.1337890625
1777576138.6291516,-0.1337890625
1777576138.6391516,-0.1337890625
1777576138.6491516,-0.1337890625
1777576138.6591516,-0.1337890625
1777576138.6691515,-0.1337890625
1777576138.6791515,-0.1337890625
1777576138.6891515,-0.1337890625
1777576138.6991515,0.0437011719
1777576138.7091515,0.0437011719
1777576138.7191515,0.0437011719
1777576138.7291515,0.0437011719
1777576138.7391515,0.0437011719
1777576138.7491515,0.0437011719
1777576138.7591515,0.0437011719
1777576138.7691514,0.0437011719
1777576138.7791514,0.0437011719
1777576138.7891514,0.0437011719
1777576138.7991514,0.0437011719
1777576138.8091514,0.0437011719
1777576138.8191516,0.0437011719
1777576138.8291516,0.0437011719
1777576138.8391516,0.0437011719
1777576138.8491516,0.0437011719
1777576138.8591516,0.0437011719
1777576138.8691516,0.0437011719
1777576138.8791516,0.0437011719
1777576138.8891516,0.0437011719
1777576138.8991516,-0.0202636719
1777576138.9091516,-0.0202636719
1777576138.9191515,-0.0202636719
1777576138.9291515,-0.0202636719
1777576138.9391515,-0.0202636719
1777576138.9491515,-0.0202636719
1777576138.9591515,-0.0202636719
1777576138.9691515,-0.0202636719
1777576138.9791515,-0.0202636719
1777576138.9891515,-0.0202636719
1777576138.9991515,-0.0202636719
1777576139.0091515,-0.0202636719
1777576139.0191517,-0.0202636719
1777576139.0291517,-0.0202636719
1777576139.0391517,-0.0202636719
1777576139.0491517,-0.0202636719
1777576139.0591516,-0.0202636719
1777576139.0691516,-0.0202636719
1777576139.0791516,-0.0202636719
1777576139.0891516,-0.0202636719
1777576139.0991516,-0.1838378906
1777576139.1091516,-0.1838378906
1777576139.1191516,-0.1838378906
1777576139.1291516,-0.1838378906
1777576139.1391516,-0.1838378906
1777576139.1491516,-0.1838378906
1777576139.1591516,-0.1838378906
1777576139.1691515,-0.1838378906
1777576139.1791515,-0.1838378906
1777576139.1891515,-0.1838378906
1777576139.1991515,-0.1838378906
1777576139.2091515,-0.1838378906
1777576139.2191517,-0.1838378906
1777576139.2291517,-0.1838378906
1777576139.2391517,-0.1838378906
1777576139.2491517,-0.1838378906
1777576139.2591517,-0.1838378906
1777576139.2691517,-0.1838378906
